,Article Name,view_count,size,min_size,max_size,Article Namespace,page_namespace,page_title,date,edits,minor_edits,view_count_talk,size_talk,min_size_talk,max_size_talk,Article Namespace_talk,page_namespace_talk,page_title_talk,date_talk,edits_talk,minor_edits_talk
5772096,Keviar,1.0,29437.0,29437.0,29437.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9084775,Monks_of_Doom_discography,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
186178,B_story,2.0,11776.0,11774.0,11779.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
784250,Jeremejevite,31.0,22614.0,10390.0,67919.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8112275,Jean-Paul_Racine,2.0,8477.0,8477.0,8477.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3319997,"National_Register_of_Historic_Places_listings_in_northern_Westchester_County,_New_York",25.0,268448.0,41619.0,941292.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
577706,Free_church,58.0,81622.0,16058.0,208544.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9283459,Jacky_Carr,1.0,15095.0,15095.0,15095.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5525435,Shekel_function,10.0,8879.0,0.0,15540.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3176897,John_D._Evans,6.0,26940.0,17002.0,76577.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2800488,Whinnimic_Falls,3.0,24131.0,9359.0,31518.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
58648,365-day_calendar,20.0,11832.0,7994.0,25464.0,0.0,,,20160401,0.0,0.0,2.0,23175.0,23175.0,23175.0,1.0,,,,,
9011444,Elias_L.T._Harrison,1.0,9276.0,9276.0,9276.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5604834,"1st_Brigade_Combat_Team,_25th_Infantry_Division_(United_States)",1.0,150336.0,150336.0,150336.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6394774,Ejercito_de_los_Andes,1.0,11877.0,11877.0,11877.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1090468,Myriam_Francois-Cerrah,81.0,56412.0,15089.0,194474.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1392560,Shahedshahr,9.0,48408.0,12646.0,113310.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5119664,Renato_Mambor,2.0,9822.0,9804.0,9840.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9782323,Melissa_Edmanson,3.0,74370.0,74370.0,74370.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4528141,Joseph2302_is_a_tosser,1.0,6525.0,6525.0,6525.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5135286,Sanjay_Afsana,1.0,17898.0,17898.0,17898.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10086465,The_Infesticons,1.0,13767.0,13767.0,13767.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5942538,%CE%9CPD7220,2.0,12363.0,12350.0,12377.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4295108,AKA-71,1.0,12474.0,12474.0,12474.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8631078,Novo_Gyuinuk,1.0,10856.0,10856.0,10856.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4921971,Dwight_Garner_(critic),11.0,40502.0,10018.0,139040.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6012557,Category%3ALQ08_quadrangle,1.0,7766.0,7766.0,7766.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7492217,Suck_film,1.0,11211.0,11211.0,11211.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5160187,St._John_(restaurant),13.0,16540.0,10119.0,31071.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2628899,"St._Michael_the_Archangel_Church_(Cleveland,_Ohio)",6.0,23986.0,15007.0,68868.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6378892,Dancing_on_Wheels,7.0,22294.0,9256.0,65170.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9216935,Calotmul,1.0,6475.0,6475.0,6475.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1451288,Standing_in_the_Way_of_Control,41.0,24905.0,0.0,46784.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
409575,"Dandy,_the_All_American_Girl",1.0,10631.0,10631.0,10631.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1222579,Piet_Zwart,22.0,22870.0,0.0,48903.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4900666,Costa_prima,1.0,24414.0,24414.0,24414.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8807208,Hombron%27s_Kingfisher,1.0,32474.0,32474.0,32474.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4183409,Template%3AInfobox_monastery,2.0,53859.0,53821.0,53898.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8244235,1988_Pepsi_250,1.0,11988.0,11988.0,11988.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
207729,Bay_Freeway_(Seattle),6.0,62657.0,25355.0,123856.0,0.0,,,20160401,0.0,0.0,2.0,34956.0,12129.0,57783.0,1.0,,,,,
2203623,"Hall_Middle_School_(Larkspur,_California)",1.0,32281.0,32281.0,32281.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9012214,Emmanuel_Gamor,1.0,13823.0,13823.0,13823.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3318716,National_Coal_Mining_Museum_for_England,17.0,43144.0,13635.0,214188.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3241024,List_of_figures_from_traditional_Irish_religion_and_folklore,1.0,15265.0,15265.0,15265.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2796448,"Weymouth,_massachusetts",1.0,25139.0,25139.0,25139.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3263560,Magrahat_I_(community_development_block),6.0,53579.0,19777.0,135208.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8348507,John%20Alderton,1.0,12678.0,12678.0,12678.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9468615,Daflon%2Bdio,1.0,6495.0,6495.0,6495.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5710852,Field_Recordings_%28Rocco_DeLuca%29,1.0,6553.0,6553.0,6553.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5184752,Thelma_Toole,5.0,38688.0,38686.0,38693.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1734814,Wadham_College,34.0,87445.0,35147.0,189468.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3628102,Xyloglucan_4-glucosyltransferase,2.0,31814.0,12121.0,51508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8811352,Illinois_National_Guard_Armory_(Rockford),1.0,18494.0,18494.0,18494.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5526814,Shukrawari_Lake,12.0,14440.0,8423.0,25273.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5349769,Fred_Carr_(football),1.0,15650.0,15650.0,15650.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9654942,Acethropan,1.0,37764.0,37764.0,37764.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7265838,1979_in_sumo,1.0,24584.0,24584.0,24584.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4582999,Mangifera_superba,3.0,12088.0,8066.0,16110.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1082724,Multi-touch,241.0,296631.0,73953.0,612697.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5665908,Chang_Si,3.0,8315.0,8315.0,8315.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3899413,Harimayabashi%20Station,1.0,8909.0,8909.0,8909.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7912198,Marsh_Island_(Maine),4.0,12332.0,9248.0,18496.0,0.0,,,20160401,0.0,0.0,1.0,7514.0,7514.0,7514.0,1.0,,,,,
7049747,Dashtjerd-e_Aqa_Bozorg,2.0,17891.0,17891.0,17891.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10181399,Castelo_de_Castelo_Mendo,,,,,,,,20160401,0.0,0.0,1.0,8202.0,8202.0,8202.0,1.0,,,,,
5202079,Vaso_Patejdl,1.0,11277.0,11277.0,11277.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2660992,Tejpur,1.0,22756.0,22756.0,22756.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8899308,Silver_Lake_(Gull_River),1.0,47245.0,47245.0,47245.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2032968,Common_spotted_cuscus,38.0,46912.0,20278.0,141946.0,0.0,,,20160401,0.0,0.0,1.0,10050.0,10050.0,10050.0,1.0,,,,,
3934584,Jak_and_Daxter_Trilogy,1.0,24970.0,24970.0,24970.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5566908,Tom_Roth,1.0,24384.0,24384.0,24384.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5619877,Ahmad%20Parsa,1.0,11520.0,11520.0,11520.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8581168,Huachuca_City%2C_AZ,1.0,60460.0,60460.0,60460.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9417916,1980_OFC_U-20_Championship,1.0,11073.0,11073.0,11073.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4106603,Randy_Williams_(baseball),2.0,34993.0,14515.0,55472.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3786761,Cherokees,8.0,152338.0,62514.0,313798.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9966900,Genus_Gymnorhina,1.0,6508.0,6508.0,6508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5168962,Swinging_Hollywood,2.0,20887.0,9319.0,32456.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2269835,Janet_Merlo,2.0,17949.0,8380.0,27518.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5412872,Kleronomos_(surname),1.0,6519.0,6519.0,6519.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7514681,University_of_South_Alabama_Medical_Center,2.0,6569.0,6568.0,6570.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9445674,Birtle%2C_Manitoba,1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
452033,Djokjakarta,1.0,30900.0,30900.0,30900.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3967319,Kotmale_Oya,9.0,18541.0,11587.0,23184.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5663853,Cdc%2BFlu%2BAnd%2BShingles%2BVaccine,1.0,6556.0,6556.0,6556.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2857918,2005_Chinese_FA_Cup,1.0,24710.0,24710.0,24710.0,0.0,,,20160401,0.0,0.0,1.0,7678.0,7678.0,7678.0,1.0,,,,,
7756105,Tupolev_Tu-100,1.0,6500.0,6500.0,6500.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1448554,St_James_Independent_Schools,18.0,25559.0,13082.0,87857.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8813143,Inter_American_Regional_Organisation_of_Workers,1.0,12584.0,12584.0,12584.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9153032,Trincia_II_Trinci,1.0,8351.0,8351.0,8351.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7315606,Charentais_(IGP),4.0,6794.0,0.0,10191.0,0.0,,,20160401,0.0,0.0,1.0,8934.0,8934.0,8934.0,1.0,,,,,
6080357,Grenade_(Final_Fantasy_X_Monster),3.0,31932.0,31932.0,31933.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3647035,Yushan_Nijiati,15.0,34208.0,0.0,101052.0,0.0,0.0,Yushan_Nijiati,20160401.0,1.0,0.0,,,,,,,,,,
1588824,Tram_stop,40.0,75957.0,13989.0,334496.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1818399,1000s_(decade),37.0,75878.0,27968.0,475908.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1327646,Rompetrol,33.0,32738.0,12440.0,121828.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7495522,Tabriz_railway_station,2.0,12345.0,12345.0,12345.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1936784,Basti_Maluk,4.0,11041.0,10042.0,11574.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
885653,Laurel_Highlands,25.0,45383.0,16242.0,109705.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2899349,An_Australian_by_Marriage,1.0,9440.0,9440.0,9440.0,0.0,,,20160401,0.0,0.0,1.0,8785.0,8785.0,8785.0,1.0,,,,,
10211404,CSLA,,,,,,,,20160401,0.0,0.0,1.0,22391.0,22391.0,22391.0,1.0,,,,,
536229,Farewell_Moscow,18.0,14992.0,10331.0,74470.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7364520,Gottesdiensten,1.0,6484.0,6484.0,6484.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1687441,Vermilion_Tigers,1.0,39219.0,39219.0,39219.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9081612,Michael_White_posthumous_discography,1.0,25784.0,25784.0,25784.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9344003,Platymera,1.0,8042.0,8042.0,8042.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
492675,Elections_in_Equatorial_Guinea,14.0,24517.0,14146.0,64941.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4095622,Principate_of_Iberia,9.0,47654.0,16445.0,83187.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3211890,Kurt_Meyer_(footballer),1.0,8153.0,8153.0,8153.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3376099,Pinnacle_Airlines_Corp.,33.0,31336.0,12726.0,89090.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2109258,Elz%C3%A9ar-Henri_Juchereau_Duchesnay,4.0,9065.0,9058.0,9068.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4352168,Bouchercon_XXVII,2.0,12719.0,12717.0,12722.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6392903,Eberhard_Hillebrand,3.0,11064.0,10892.0,11400.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1820867,16th_Army_%28Soviet_Union%29,1.0,16264.0,16264.0,16264.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1136015,Normanist,5.0,44972.0,28808.0,109592.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8752244,Can%20Arat,1.0,13805.0,13805.0,13805.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1947746,Bernier_Island,6.0,12280.0,10075.0,20175.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5792618,Lord_Marland,2.0,11283.0,11278.0,11289.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4534889,Kampar_Kiri_River,3.0,13103.0,7462.0,24384.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1681312,Veljko_Rus,6.0,19834.0,11003.0,37497.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1347378,SS_Germanic_%281875%29,1.0,15347.0,15347.0,15347.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6858030,National_College_of_Education,1.0,18608.0,18608.0,18608.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7898494,Lama_Ye_Olya,1.0,6499.0,6499.0,6499.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1502713,Tauris,8.0,80929.0,55307.0,233595.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2213062,Hebert_Hiram_Champlin,1.0,14588.0,14588.0,14588.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7760904,Vaganova_Academy,2.0,16479.0,16479.0,16479.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
917587,List_of_Hollywood_Undead_songs,6.0,34002.0,15826.0,90857.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3833654,Dusan_Bucan,1.0,6493.0,6493.0,6493.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7633726,Hayk_Yeghiazaryan,2.0,8114.0,8114.0,8114.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4893207,Claire_Cameron,4.0,15407.0,11553.0,23112.0,0.0,,,20160401,0.0,0.0,1.0,9293.0,9293.0,9293.0,1.0,,,,,
6057119,Far_from_2E_2E_2E,1.0,6509.0,6509.0,6509.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9854439,The_Route_of_Parmenides,1.0,6525.0,6525.0,6525.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
261796,Bridget_Mendler,6.0,147451.0,57535.0,359645.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8072984,Eija-Riitta_Korhola,3.0,24872.0,8898.0,40847.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6170467,Nintendo_3_d_s_games,1.0,118835.0,118835.0,118835.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
629051,"Goulais_and_District,_Ontario",12.0,84046.0,10216.0,295312.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3291530,Midlands_(England),24.0,32126.0,13976.0,69880.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6183897,Parliamentary_committees,4.0,21822.0,21822.0,21822.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3983701,Lineville_College,1.0,6507.0,6507.0,6507.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9073779,MacKeeper/zy/557/557-29.html,1.0,6538.0,6538.0,6538.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5471152,Notes_from_the_Underground,3.0,7349.0,7348.0,7352.0,0.0,,,20160401,0.0,0.0,2.0,3716.0,0.0,7432.0,1.0,,,,,
1145238,O.R.B,1.0,10831.0,10831.0,10831.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3066256,Fanclub,1.0,12187.0,12187.0,12187.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6798974,Jeon_Hyeongpil,2.0,12151.0,12150.0,12153.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7292551,BOC-PIX,5.0,18188.0,7268.0,29108.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1974522,Bruce_Boa,63.0,34981.0,10614.0,95089.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8290553,Comics_and_Conflict,1.0,8478.0,8478.0,8478.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9565926,Onyx_(Ava_Inferi_album),1.0,9936.0,9936.0,9936.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9148739,Therapists_Saint_Johnsbury_Vermont,2.0,25694.0,25691.0,25697.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8824094,KFGO_(AM),1.0,13476.0,13476.0,13476.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7044705,Courteousness,2.0,83467.0,35588.0,131346.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3707281,Afterlife_(Nocturnal_Rites_album),4.0,16681.0,9870.0,37110.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10105596,Yialys,1.0,24297.0,24297.0,24297.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9231490,D%C3%B8nnesfjord_Church,1.0,10415.0,10415.0,10415.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2996826,Commemorative_Works_Act,11.0,94855.0,17483.0,285244.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2489654,Paragliding_Simulation,2.0,8358.0,8357.0,8360.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3439440,San_Jose_Museum_of_Art,22.0,52866.0,16900.0,139088.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8474654,%28AuCl3%292,1.0,18226.0,18226.0,18226.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9753806,John_Clark_(Minnesota_politician),1.0,32416.0,32416.0,32416.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1481663,Swan_Songs_Rarities,9.0,14470.0,9641.0,19282.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8958454,Aglaia_macrostigma,1.0,8057.0,8057.0,8057.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4167336,Steven_Grant_(comics),1.0,14458.0,14458.0,14458.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7182577,Preventive_health_services,1.0,46664.0,46664.0,46664.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1153299,"Old_Brick_House_(Biloxi,_Mississippi)",4.0,22064.0,11989.0,52280.0,0.0,,,20160401,0.0,0.0,1.0,10299.0,10299.0,10299.0,1.0,,,,,
2100734,Eduard_Rhein_Foundation,7.0,32847.0,9902.0,53423.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5492874,Pr%C3%B3fugas_del_destino,4.0,10999.0,10997.0,11001.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7246635,Warburg_Family,2.0,36090.0,36090.0,36090.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6028291,Crime_scene_preservation,2.0,13184.0,13182.0,13187.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8095597,"Gymnasium_(Kingman,_Arizona)",1.0,0.0,0.0,0.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6718477,Council_Communist,1.0,27727.0,27727.0,27727.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8828319,Kingdom_of_Van,1.0,52039.0,52039.0,52039.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1691563,Vestre_Strandgate,6.0,31787.0,9179.0,66412.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4643793,Parodiolyra,9.0,22547.0,9520.0,43844.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7347229,Everything_bad_is_good_for_you,1.0,55299.0,55299.0,55299.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
328660,Cheney_Stadium,29.0,36005.0,0.0,71648.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9129027,Shirley_and_Son,3.0,27016.0,7374.0,46658.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3560522,Upfield_Secondary_College,1.0,9045.0,9045.0,9045.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9832999,Serbian_Basketball_League,1.0,29607.0,29607.0,29607.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6732011,Do%E2%80%93dew_merger,4.0,41963.0,31472.0,62944.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1515366,Thank_God_It%27s_Friday,95.0,32304.0,3863.0,110963.0,0.0,,,20160401,0.0,0.0,1.0,10914.0,10914.0,10914.0,1.0,,,,,
869588,L._Carrington_Goodrich,2.0,31852.0,13615.0,50089.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3100966,Glacier_Gardens,2.0,7779.0,7777.0,7782.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7178835,Piotr_Eberhardt,8.0,75537.0,0.0,151074.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6577493,"Slawica,_Greater_Poland_Voivodeship",1.0,10486.0,10486.0,10486.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
641810,Ground_Squirrel,3.0,53638.0,18738.0,123059.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6935405,Talk%3ABurj_al-Arab,1.0,12134.0,12134.0,12134.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5292165,Center_for_Veterinary_Medicine,17.0,31951.0,10416.0,99309.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
978863,MAAC_Men%27s_Soccer_Tournament,2.0,27310.0,10422.0,44199.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2076911,Dilston_Castle,17.0,33025.0,15040.0,75218.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4416313,Donald_Lautrec,12.0,114655.0,12777.0,284315.0,0.0,0.0,Donald_Lautrec,20160401.0,1.0,1.0,1.0,10583.0,10583.0,10583.0,1.0,,,,,
1284398,Raquel_Carriedo-Tomas,3.0,10026.0,10024.0,10031.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3973974,Land_and_Property_Laws_in_Israel,3.0,32196.0,32184.0,32214.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
199666,Barry_Sloane,113.0,65871.0,26434.0,105750.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4347140,Black_Film_Review,1.0,8627.0,8627.0,8627.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9003084,Desmazieria,1.0,6479.0,6479.0,6479.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6505654,Mirijjawila_Botanical_Garden,1.0,11208.0,11208.0,11208.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9264556,Gostxosas,1.0,6492.0,6492.0,6492.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3640137,"Yesaqi,_Golestan",1.0,39534.0,39534.0,39534.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5666910,"Charleston,_Iowa",4.0,20360.0,20360.0,20360.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1973987,Broom_of_the_Cowdenknowes,10.0,20585.0,14299.0,56479.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8728119,Alice_B._Neal,2.0,18656.0,18656.0,18656.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
432671,"Denali_Borough,_Alaska",52.0,78921.0,18646.0,262583.0,0.0,,,20160401,0.0,0.0,1.0,39368.0,39368.0,39368.0,1.0,,,,,
3682558,1987_1000km_of_Jerez,1.0,11682.0,11682.0,11682.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9808126,Phengaris_arionides,1.0,8170.0,8170.0,8170.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5594666,%E5%8F%B0%E5%8C%97,11.0,234410.0,85267.0,681840.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10137981,1913_in_organized_crime,,,,,,,,20160401,0.0,0.0,2.0,11540.0,11540.0,11540.0,1.0,,,,,
5100512,Phesdo,1.0,17804.0,17804.0,17804.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9797636,OS_X_(operating_system),1.0,82633.0,82633.0,82633.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3757984,Bolimowski_Park_Krajobrazowy,2.0,20060.0,20060.0,20060.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9570279,Partnership_for_Advanced_Computing_in_Europe,1.0,7769.0,7769.0,7769.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
599268,Gene_Baur,37.0,70180.0,0.0,136635.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6457728,John_B._Dunlop_(historian),1.0,6545.0,6545.0,6545.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
